,song_id_from_src,dataset,title,artist,genre,arousal_mean,arousal_std,valence_mean,valence_std,emotion_4Q,emotion_2Q,lyrics,language,general_genre,tempo,energy,loudness,danceability,acousticness,instrumentalness,key,liveness,mode,speechiness,duration_ms,valence
2889,ML1379,MoodyLyrics4Q,Since I Don't Have You,The Brian Setzer Orchestra,Rock,,,,,sad,negative,"Written by J. Rock, W. Lester, J. Beaumont, J. Verscharen, and J. Vogel I don't have plans and schemes And I don't have hopes and dreams Baby, I just don't have anything Since I don't have you I don't have fond desires And I don't have happy hours Baby, I just don't have anything, anything Since I don't have you, I don't have you I don't have happiness And I guess I never will ever again When you walked out on me In walked old misery And he's been here since then I don't have love to share And I don't have one who cares Baby, I just don't have anything Since I don't have you, I don't have you I don't have happiness And I guess I never will ever again When you walked out on me In walked old misery And he's been here since then I don't have love to share And I don't have one who cares Baby, I just don't have anything Since I don't have you",en,Rock,112.785,0.533,-6.25,0.33,0.105,0,0,0.0725,1,0.032,249267,0.506
1793,ML283,MoodyLyrics4Q,The Sleep of No Dreaming,Porcupine Tree,Progressive Rock,,,,,sad,negative,"At the age of sixteen I grew out of hope I regarded the cosmos through a circle of rope So I threw out my plans, ran on to the wheel And emptied my head of all childish ideals The sleep of no feeling The sleep of no being The sleep of no dreaming The sleep of no dreaming I married the first girl who wasn't a man And smiled as the spiders ran all over my hands The sleep of no feeling The sleep of no being The sleep of no dreaming The sleep of no dreaming Made a good living by dying, it's true As the world in my TV leaks onto my shoes The sleep of no feeling The sleep of no being The sleep of no dreaming The sleep of no dreaming The sleep of no feeling The sleep of no being The sleep of no dreaming The sleep of no dreaming",en,Rock,128.067,0.377,-12.201,0.495,0.00487,0.847,5,0.146,1,0.0324,326760,0.247
2513,ML1003,MoodyLyrics4Q,Political,Halou,,,,,,relaxed,positive,A loose grip on a thin line Leaves me trailing behind I know I've far to go But your steps are too small Now and again Take me down a peg You know I can get so lost Even if it's true From anyone but you Nothing would get through my wall I lose touch in your goals It's vertigo And your words are like Music to the beast It's all lights and smoke It's political And my grip remains true Though the line may swerve,en,,166.306,0.193,-17.512,0.271,0.924,0.00288,9,0.447,0,0.0965,204093,0.164
1563,ML53,MoodyLyrics4Q,Summer Nights,Rascal Flatts,Country,,,,,happy,positive,"[Verse 1] It's summer nights baby! Come on ladies, it's time to pop that top And fellas, I know you're ready to rock We went crazy, cooped up all winter long And school is out so let's get it on Flip flop tan and some white sand I know the perfect spot Well the sunset better set soon so we can get in the mood Things start gettin' all heated up when it starts gettin' cool Yeah [Chorus] Summer nights Everybody, are you with me? Let that Igloo cooler mark your piece of paradise Summer nights Everybody's feeling sexy Holler if you're ready for some summer nights Come on -- Oh, yeah, yeah [Verse 2] Now fellas, you better watch your step Don't let them teeny French bikinis make you lose your breath Back to the ladies - y'all keep doing y'alls thing Cause everything about you makes me wanna scream The sun is getting low, there it goes Here we go, here comes the moon Things start getting all heated up When it starts getting cool, yeah [Chorus] Summer nights Everybody, are you with me? Let that Igloo cooler mark your piece of paradise Summer nights Everybody's feeling sexy Holler if you're ready for some summer nights [Bridge] Oh, it's a party down in Padre Big bonfire on the beach It's Coronas in Daytona, y'all Well, it's wild and it's free [Chorus] Summer nights Everybody, are you with me? Let that Igloo cooler mark your piece of paradise Summer nights Everybody's feeling sexy Holler if you're ready for some summer nights Summer nights Everybody, are you with me? Let that Igloo cooler mark your piece of paradise Summer nights Everybody's feeling sexy Holler if you're ready for some summer nights [Outro] Yeah, yeah are you ready For some summer nights Yeah, baby Summer nights It's summer nights Come on",en,Country,102.078,0.895,-4.884,0.541,0.0163,0,2,0.571,1,0.0367,242027,0.657
2751,ML1241,MoodyLyrics4Q,Am I Evil?,Diamond Head,Heavy Metal,,,,,angry,negative,"[Instrumental Intro] [Verse 1] My mother was a witch, she was burned alive Thankless little bitch for the tears I cried Take her down now, don't want to see her face Blistered and burnt, can't hide my disgrace [Pre-Chorus] Twenty-seven, everyone was nice Got to see them, make them pay the price See their bodies out on the ice Take my time [Chorus] Am I evil? Yes I am Am I evil? I am man, yes I am [Verse 2] As I watched my mother die, I lost my head Revenge now I sought to break with my bread Taking no chances, you come with me I'll split you to the bone, help set you free [Pre-Chorus] Twenty-seven, everyone was nice Got to see them, make them pay the price See their bodies out on the ice Take my time [Chorus] Am I evil? Yes I am Am I evil? I am man, yes I am [Verse 3] On with the action now, I'll strip your pride I'll spread your blood around, I'll see you ride Your face is scarred with steel, wounds deep and neat Like a double dozen before you , smells so sweet [Chorus] Am I evil? Yes I am Am I evil? I am man [Verse 4] My soul is longing before, await my heir Sent to avenge my mother, sleep myself My face is long forgotten, my face not my own Sweet and timely whore, take me home [Chorus] Am I evil? Yes I am Am I evil? I am man, yes I am [Guitar Solo] [Verse 5] On with the action now, I'll strip your pride I'll spread your blood around, I'll see you ride Your face is scarred with steel, your spirits dance Like a double dozen before you, no romance [Chorus] Am I evil? Yes I am Am I evil? I am man Am I evil? Yes I am Am I evil? I am man, yes I am",en,Metal,148.095,0.973,-4.739,0.242,2.57E-05,0.82,8,0.121,1,0.148,505147,0.369
3241,ML1731,MoodyLyrics4Q,Fell Down the Stairs,Tilly and the Wall,,,,,,happy,positive,"You fell down the stairs into my arms And swiftly ran the other way And I heard the steady swell of applause The two drunk kids, trying to figure out which way was home They got lost as they were taking off each other's clothes They realized there was a hole in the boat And with no lifesaver you try your best to float And eventually the sky did return And I was there outside in green And I watched the world being reborn 'til 1 AM So I thought I'd let you know It was beautiful, slow dancing to tunes of Billie Holiday The city looked wonderful that way And love, just like blood will always stain And if I could reverse it I don't think that it'd be worth it Because I know in my heart I would never let you tumble to the ground No, I'd never let you fall No, I'd never let you fall No, I'd never let you fall",en,,125.983,0.802,-6.111,0.557,0.394,0,2,0.203,1,0.069,140000,0.678
2600,ML1090,MoodyLyrics4Q,I'd Be Better Off (In A Pine Box),Doug Stone,Country,,,,,sad,negative,"[Verse 1] Well, I said the night you left me nothin' worse could ever happen Seein' you with someone else proved that I was wrong And when your eyes met mine I knew that you were gone forever Along with all the reasons I had for hangin' on [Chorus] I'd be better off in a pine box on a slow train back to Georgia Or in the gray walls of a prison doin' time I think I'd rather die and go to hell and face the devil Than to lie here with you and him together on my mind [Verse 2] I always thought that someday we might get back together I just thought you needed time to spread your wings and fly But when I saw the lovin' way you held onto each other It was all that I could do not to break right down and cry [Chorus] I'd be better off in a pine box on a slow train back to Georgia Or in the gray walls of a prison doin' time I think I'd rather die and go to hell and face the devil Than to lie here with you and him together on my mind [Chorus] Girl, I'd be better off in a pine box on a slow train back to Georgia Or in the grey walls of a prison doin' time I think I'd rather die and go to hell and face the devil Than to lie here with you and him together on my mind [Outro] I can't lie here with you and him together on my mind",en,Country,67.392,0.386,-10.259,0.371,0.181,0.13,10,0.75,1,0.027,223888,0.39
2881,ML1371,MoodyLyrics4Q,The Poison,Bullet For My Valentine,Heavy Metal,,,,,angry,negative,"[Verse 1] Now, is your time to die! We've gathered here to say goodbye No more, you'll cry! No reason left for you to fight Feel, pain, no more! Emotions never felt before Where do we go! (We go?) She'll never know! [Chorus] Holding on to you, to keep from falling Your eyes are closing now Another chapter's ending [Verse 2] Hard times, we always saw! There's nothing left of you no more Fear has no place, no place! Cover her face! [Chorus] Holding on to you, to keep from falling Your eyes are closing now Another chapter's ending This is our last goodbye (goodbye!) This is our time tonight [Guitar Solo] [Bridge] Holding on to you! Cover up her face! Holding on to you, to keep from falling! [Chorus] Holding on to you, to keep from falling Your eyes are closing now Another chapter's ending [Outro] This is our last goodbye (goodbye!) This is our time tonight (goodbye!) This is our last goodbye!",en,Metal,94.004,0.88,-3.505,0.488,0.0303,0,6,0.288,0,0.0513,225440,0.485
2676,ML1166,MoodyLyrics4Q,My Old Man's A Dustman,Lonnie Donegan,,,,,,happy,positive,"Now here's a little story To tell it is a must About an unsung hero That moves away your dust Some people make a fortune Others earn a mint My old man don't earn much In fact he's flippin' skint Oh, my old man's a dustman He wears a dustman's hat He wears cor-blimey trousers And he lives in a council flat He looks a proper nana In his great big hobnail boots He's got such a job to pull them up That he calls 'em daisy roots Some folks give tips at Christmas And some of them forget So when he picks their bins up He spills some on the step Now one old man got nasty And to the council wrote Next time my old man went 'round there He punched him up the throat Oh my old man's a dustman He wears a dustman's hat He wears cor-blimey trousers And he lives in a council flat Lonnie: I say, I say, Les Les: Yes? Lonnie: I, er, I found a police dog in my dustbin Les: Well how do you do know he's a police dog? Lonnie: He had a policeman with him Though my old man's a dustman He's got an 'eart of gold He got married recently Though he's eighty-six years old We said ""'Ere, hang on, Dad You're getting past your prime"" He said ""Well, when you get to my age It helps to pass the time."" Oi! My old man's a dustman He wears a dustman's hat He wears cor-blimey trousers And he lives in a council flat Lonnie: I say, I say, I say! Les: Huh? Lonnie: My dustbin's full of lilies Les: Well throw 'em away then! Lonnie: I can't: Lily's wearing them Now one day whilst in a hurry He missed a lady's bin He hadn't gone but a few yards When she chased after him ""What game do you think you're playing?"" She cried right from the 'eart ""You've missed me, am I too late?"" ""No, jump up on the cart!"" Oi! My old man's a dustman He wears a dustman's hat He wears cor-blimey trousers And he lives in a council flat Lonnie: I say, I say, I say! Les: Not you again! Lonnie: My dustbin's absolutely full with toadstools Les: How do you know it's full? Lonnie: 'Cause there's not mushroom inside He found a tiger's head one day Nailed to a piece of wood The tiger looked like miserable But I suppose he should Just then from out a window A voice began to wail It said ""Oi! Where's me tiger's head?"" ""Four foot from his tail."" Oh my old man's a dustman He wears a dustman's hat He wears cor-blimey trousers And he lives in a council flat Next time you see a dustman Looking all pale and sad Don't kick him in the dustbin It might be my old dad",en,,126.155,0.629,-10.522,0.572,0.252,0,7,0.676,1,0.0851,198027,0.823
1925,ML415,MoodyLyrics4Q,The Visit (She Was Here),The Cyrkle,,,,,,relaxed,positive,She was here with me today Walking softly holding hands And I thought I heard her say She loved me As we walked I felt her eyes Reaching deeply into mine And I thought I heard her sigh She loved me And along the way we shared a thought or two It seemed as if I knew her well Then she leaned to me and as we gently kissed I knew that moment my heart fell She was here Now I'm lost in wondering As if waking suddenly Was it real or just a dream Where is she? Was she really here today? Or was I just drifting back To the times I heard her say She loved me Was she really here today? She loved me She loved me,en,,116.456,0.133,-20.836,0.696,0.714,9.66E-06,7,0.11,1,0.0387,138133,0.653
222,296,PMEmo2019,You're Welcome,Dwayne Johnson,,0.8125,0.08385254916,0.8,0.1145643924,happy,positive,"[Verse 1] Okay, okay, I see what's happening here You're face-to-face with greatness and it's strange You don't even know how you feel, it's adorable Well, it's nice to see that humans never change Open your eyes, let's begin Yes, it's really me, it's Maui, breathe it in I know it's a lot: the hair, the bod When you're staring at a demigod [Chorus] What can I say except ""you're welcome""? For the tides, the sun, the sky Hey, it's okay, it's okay, you're welcome I'm just an ordinary demi-guy! [Verse 2] Hey, what has two thumbs and pulled up the sky When you were waddling yay high? This guy When the nights got cold, who stole you fire from down below? You're looking at him, yo! Oh, also I lassoed the sun, you're welcome To stretch your days and bring you fun Also, I harnessed the breeze, you're welcome To fill your sails and shake your trees [Chorus] So, what can I say except ""you're welcome""? For the islands I pulled from the sea There's no need to pray, it's okay, you're welcome I guess it's just my way of being me You're welcome, you're welcome [Verse 3] Well, come to think of it Kid, honestly, I can go on and on I can explain every natural phenomenon The tide, the grass, the ground Oh, that was Maui just messing around I killed an eel, I buried its guts Sprouted a tree, now you've got coconuts What's the lesson? What is the takeaway? Don't mess with Maui when he's on the breakaway And the tapestry here in my skin Is a map of the victories I win Look where I've been, I make everything happen Look at that mean mini Maui just tippity tapping Ha, ha, ha, ha, ha, ha, hey [Chorus] Well anyway, let me say ""you're welcome"" For the wonderful world you know Hey, it's okay, it's okay, you're welcome Well, come to think of it,  I gotta go Hey, it's your day to say ""you're welcome"" 'Cause I'm gonna need that boat I'm sailing away, away, you're welcome 'Cause Maui can do everything but float You're welcome, you're welcome [Outro] And thank you!",en,,,,,,,,,,,,,
2135,ML625,MoodyLyrics4Q,Kiss N Tell,Ke$ha,Pop,,,,,happy,positive,"[Verse 1] Listen to yourself, you're a hot mess St-t-tutter through your words, breakin' a sweat What's it gonna take to confess What we both know? Yeah, I was out of town last weekend You were feelin' like a pimp 'round your lame friends Now your little party's gonna end So, here we go [Pre-Chorus] Whoa, you got a secret Whoa, you couldn't keep it Whoa, somebody leaked it And now some shit's about to go down [Chorus] I never thought that you would be the one Actin' like a slut when I was gone Maybe you shouldn't, oh-oh, kiss and tell You really shoulda kept it in your pants I'm hearin' dirty stories from your friends Maybe you shouldn't, oh-oh, kiss and tell, oh-oh [Verse 2] You're lookin' like a tool, not a baller (Baller) You're actin' like a chick, why bother? (Bother) I can find someone way hotter With a bigger (Wow), well... 'Cause on top of all the ways that you messed up (Messed up) You weren't smart enough to keep your stupid mouth shut (Mouth shut) I'm so sick of it, I've had enough I hope you cry [Pre-Chorus] Whoa, you got a secret Whoa, you couldn't keep it Whoa, somebody leaked it And now some shit's about to go down (Oh!) [Chorus] I never thought that you would be the one Actin' like a slut when I was gone Maybe you shouldn't, oh-oh, kiss and tell You really shoulda kept it in your pants I'm hearin' dirty stories from your friends Maybe you shouldn't, oh-oh, kiss and tell, oh-oh [Interlude] Kiss and tell, kiss and tell Kiss and tell, and, and kiss, and, and tell Oh-oh Kiss and tell, kiss and tell Kiss and tell, and, and kiss, and, and t— Oh-oh [Bridge] Oh, I hope you know you gotta go Yo, get up and go, I don't wanna know Who or why, you're gross, you gotta go Yo, get up and go, 'cause I don't wanna know [Chorus] I never thought that you would be the one (No) Actin' like a slut when I was gone Maybe you shouldn't, oh-oh, kiss and tell You, you really shoulda kept it in your pants I'm hearin' dirty stories from your friends Maybe you shouldn't (Maybe you shouldn't) Oh-oh, kiss and tell (Kiss and tell) [Outro] Maybe you shouldn't (Maybe you shouldn't) Oh-oh, kiss and tell, oh-oh",en,Pop,,,,,,,,,,,,
2373,ML863,MoodyLyrics4Q,Revolver,Rage Against the Machine,Rap Metal,,,,,angry,negative,"[Verse 1] His spit is worth more than her work Pass the purse to the pugilists He's a prize-fighter And he bought rings and he owns kin And now he's swinging And now he's the champion [Chorus] Hey revolver, don't mothers make good fathers? Revolver Hey revolver, don't mothers make good fathers? Revolver [Verse 2] A spotless domain Hides festering hopes, she's certain there's more Pictures of fields without fences A spotless domain Hides festering hopes, she's certain there's more Pictures of fields without fences Her body numbs as he approaches the door As he approaches the door As he approaches the door As he approaches the door As he approaches [Chorus] Hey revolver, don't mothers make good fathers? Revolver Hey revolver, don't mothers make good fathers? Revolver Hey revolver, don't mothers make good fathers? Revolver Hey revolver, don't mothers make good fathers? Revolver  [Chorus] Yeah Hey revolver, don't mothers make good fathers? Revolver Hey revolver, don't mothers make good fathers? Revolver [Outro] Revolver Revolver Revolver Revolver",en,Metal,138.38,0.792,-8.214,0.35,0.00876,0.0249,7,0.0661,1,0.0951,327947,0.156
2724,ML1214,MoodyLyrics4Q,Heavenly Day,Patty Griffin,Folk,,,,,relaxed,positive,"Oh heavenly day All the clouds blew away Got no trouble today With anyone The smile on your face I live only to see It's enough for me, baby It's enough for me Oh, heavenly day, heavenly day, heavenly day Tomorrow may rain with sorrow Here's a little time we can borrow Forget all our troubles in these moments so few All we've got right now, the only thing that, all that we really have to do Is have ourselves a heavenly day Lay here and watch the trees sway Oh, can't see no other way, no way, no way Heavenly day, heavenly day, heavenly day No one at my shoulder bringing me fears Got no clouds up above me bringing me tears Got nothing to tell you, I've got nothing much to say Only I'm glad to be here with you On this heavenly, heavenly, heavenly, heavenly Heavenly day All the trouble's gone away For a while anyway For a while anyway Heavenly day, heavenly day, heavenly day Heavenly day, heavenly day, heavenly day",en,Country,184.241,0.364,-7.385,0.3,0.798,6.35E-06,11,0.116,1,0.032,225400,0.391
1666,ML156,MoodyLyrics4Q,Sometimes,Daniel Lanois,Alternative Rock,,,,,relaxed,positive,"Sometimes, sometimes Sometimes I feel like I’m playing on the radio Sometimes I feel like I’m on a travelling road show Sometimes I got the power of the will And I know my song is going to be all right Sometimes I feel like I’m on a freight train Forever rescued by the mystery rain Sometimes I’m just out for a thrill She always said, baby, you're going to be all right The sun going to come shining down Push it all away, make it all right Sometimes in the heart of a long, cold night It's all too far out of sight, out of sight Hard to know everything's going to be all right Everyone thinks you got everything you want Hard to have and then have not Hard to have and then have not Sometimes I want to take a pill and hide Sometimes I want to shut down and ride And go where no man should go Go where no man should go Go where no man should go Go where no man should go Could it be, ever really be all right?",en,Rock,180.105,0.325,-13.212,0.546,0.881,0.000576,7,0.0913,1,0.0381,148213,0.496
3129,ML1619,MoodyLyrics4Q,The Lovecats,The Cure,Alternative Rock,,,,,happy,positive,"[Verse 1] We move like cagey tigers We couldn't get closer than this The way we walk, the way we talk The way we stalk, the way we kiss We slip through the streets while everyone sleeps Getting bigger and sleeker, and wider and brighter We bite and scratch and scream all night Let's go and throw all the songs we know [Chorus] Into the sea, you and me All the years and no one heard I'll show you in spring, it's a treacherous thing We missed you hissed the lovecats We missed you hissed the lovecats We're so wonderfully, wonderfully Wonderfully, wonderfully pretty Oh, you know that I'd do anything for you We should have each other to tea, huh? We should have each other with cream? Then curl up in the fire And sleep for awhile It's the grooviest thing It's the perfect dream Into the sea, you and me All the years and no one heard I'll show you in spring, it's a treacherous thing We missed you hissed the lovecats We missed you hissed the lovecats We're so wonderfully, wonderfully Wonderfully, wonderfully pretty Oh, you know that I'd do anything for you We should have each other to dinner, huh? We should have each other with cream? Then curl up in the fire Get up for awhile It's the grooviest thing It's the perfect dream [Verse 2] Hand in hand is the only way to land And always the right way round Not broken in pieces, like hated little meeces How could we miss someone as dumb as this? [Outro] I love you, let's go Oh, solid gold How could we miss Someone as dumb as this?",en,Rock,91.833,0.569,-12.975,0.748,0.459,1.21E-06,9,0.364,0,0.0752,220093,0.967
252,331,PMEmo2019,HandClap,Fitz,,0.85,0.1224744871,0.8,0.1952562419,happy,positive,"[Intro] Turn it up [Verse 1] Somebody save your soul 'cause you've been sinnin' in this city, I know Too many troubles, all these lovers got you losing control You're like a drug to me, a luxury, my sugar and gold I want the good life, every good night, you're a hard one to hold [Pre-Chorus] 'Cause you don't even know I can make your hands clap Said I can make your hands clap [Verse 2] Somebody save your soul 'cause you've been sinning in this city, I know Too many troubles, all these lovers got you losing control You're like a drug to me, a luxury, my sugar and gold I want your sex and your affection when they're holdin' you close (Ha, ha, ha) [Pre-Chorus] 'Cause you don't even know I can make your hands clap Said I can make your hands clap [Chorus] Every night when the stars come out Am I the only living soul around? Need to believe you could hold me down 'Cause I'm in need of somethin' good right now We could be screamin' 'til the sun comes out And when we wake we'd be the only sound I get on my knees and say a prayer: James Brown That I can make your hands clap [Post-Chorus] That I can make your hands clap Turn it up That I can make your hands clap [Verse 3] My flesh is searchin' for your worst and best, don't ever deny I'm like a stranger, gimme danger, all your wrong and your right Secrets on Broadway to the freeway, you're a keeper of crimes Fear no conviction, grapes of wrath can only sweeten your wine [Pre-Chorus] But you don't even know I can make your hands clap Said I can make your hands clap [Chorus] Every night when the stars come out Am I the only living soul around? Need to believe you could hold me down 'Cause I'm in need of somethin' good right now We could be screamin' 'til the sun comes out And when we wake we'd be the only sound I get on my knees and say a prayer: James Brown That I can make your hands clap [Post-Chorus] That I can make your hands clap That I can make your hands clap (Yeah-yeah, oh, oh, yeah-yeah) That I can make your hands clap (Yeah-yeah, oh, oh) So can I get a handclap?",en,,139.956,0.836,-3.004,0.636,0.00609,0.000157,8,0.0828,1,0.0427,193253,0.715
3049,ML1539,MoodyLyrics4Q,Ghost In This House,Shenandoah,,,,,,sad,negative,"[Verse 1] I don't pick up the mail, I don't pick up the phone I don't answer the door, I'd just as soon be alone I don't keep this place up, I just keep the lights down I don't live in these rooms, I just rattle around [Chorus] I'm just a ghost in this house I'm just a shadow upon these walls As quietly as a mouse I haunt these halls I'm just a whisper of smoke I'm all that's left of two hearts on fire That once burned out of control and took my body and soul I'm just a ghost in this house [Verse 2] I don't mind if it rains, I don't care if it's clear I don't mind staying in, there's another ghost here She sits down in your chair and she shines with your light And she lays down her head on your pillow at night Chorus: I'm just a ghost in this house I'm just a shell of the man I was A living proof of the damage heartbreak does I'm just a whisper of smoke I'm all that's left of two hearts on fire That once burned out of control and took my body and soul I'm just a ghost in this house [Chorus] I'm just a ghost in this house I'm just a shadow upon these walls As quietly as a mouse I haunt these halls I'm just a whisper of smoke I'm all that's left of two hearts on fire That once burned out of control and took my body and soul I'm just a ghost in this house [Tag] Oh I'm just a ghost in this house",en,,95.564,0.396,-10.68,0.558,0.523,0,2,0.132,1,0.0248,216387,0.329
1557,ML47,MoodyLyrics4Q,We Will All Go Together When We Go,Tom Lehrer,,,,,,happy,positive,"When you attend a funeral It is sad to think that sooner or Later those you love will do the same for you And you may have thought it tragic (Not to mention other adjec- -tives) to think of all the weeping they will do But don't you worry No more ashes, no more sackcloth And an arm band made of black cloth Will some day nevermore adorn a sleeve For if the bomb that drops on you Gets your friends and neighbors too There'll be nobody left behind to grieve And we will all go together when we go What a comforting fact that is to know Universal bereavement - An inspiring achievement! Yes, we all will go together when we go We will all go together when we go All suffused with an incandescent glow No one will have the endurance To collect on his insurance Lloyd's of London will be loaded when they go Oh we will all fry together when we fry We'll be French-fried potatoes by-and-by There will be no more misery When the world is our rotisserie Yes, we all will fry together when we fry Down by the old maelstrom There'll be a storm before the calm And we will all bake together when we bake There'll be nobody present at the wake With complete participation In that grand incineration Nearly three billion hunks of well-done steak Oh we will all char together when we char And let there be no moaning of the bar Just sing out a Te Deum When you see that ICBM And the party will be come-as-you-are Oh, we will all burn together when we burn There'll be no need to stand and wait your turn When it's time for the fallout And Saint Peter calls us all out We'll just drop our agendas and adjourn You will all go directly to your respective Valhallas Go directly, do not pass 'GO', do not collect two hundred dollars And we will all go together when we go Every Hottentot and every Eskimo When the air becomes uraneous We will all go simultaneous Yes, we all will go together When we all go together Yes we all will go together when we go",en,,120.254,0.309,-13.304,0.626,0.896,0,0,0.145,1,0.105,156853,0.626
3139,ML1629,MoodyLyrics4Q,Black God,My Dying Bride,Doom Metal,,,,,sad,negative,Thy every look and every grace So charm whenever I view thee 'Til death overtake me in the chase Still will my hopes pursue thee Then when my tedious hours have past Be this my last lesson given Low at thine feet to breathe my last And die in sight of heaven,en,Metal,78.389,0.198,-11.787,0.0778,0.556,0.922,8,0.0994,1,0.0349,291227,0.0391
2618,ML1108,MoodyLyrics4Q,I Wupped Batman's Ass,Wesley Willis,,,,,,happy,positive,"[Verse 1] Batman got on my nerves He was running me amok He ridiculed me, calling me a bum [Chorus] I wupped Batman's ass I wupped Batman's ass I wupped Batman's ass I wupped Batman's ass I wupped Batman's ass I wupped Batman's ass [Verse 2] Batman thought he was bad He was a fucking asshole in the first place He got knocked to the floor [Chorus] I wupped Batman's ass I wupped Batman's ass I wupped Batman's ass I wupped Batman's ass I wupped Batman's ass [Verse 3] Batman beat the hell out of me And knocked me to the floor I got back up and knocked him to the floor He was being such a jackoff [Chorus] I wupped Batman's ass I wupped Batman's ass I wupped Batman's ass I wupped Batman's ass I wupped Batman's ass I wupped Batman's ass I wupped Batman's ass I wupped Batman's ass I wupped Batman's ass I wupped Batman's ass I wupped Batman's ass [Outro] Rock over, London, rock on Chicago Wheaties, breakfast of champions",en,,113.002,0.306,-11.72,0.928,0.0755,0.00168,11,0.11,0,0.0465,207333,0.455
2051,ML541,MoodyLyrics4Q,"Cecille, My Love",J. Tillman,,,,,,relaxed,positive,"Oh, Cecille my love How can it be That one so small Should carry me When I am weak? Oh, Cecille my love The river holds the gun I used to kill the one Who held us apart For so long Your father's house I have burned down I saved the letters you wrote But could not send I saved the one you wrote me Of your death There’s a place On the hill Where you and I shall dwell It's by the sea The grave I made So we can rest in peace Oh, Cecille my love The river has washed up The only way I see you soon Father, forgive me for what I do",en,,83.078,0.0456,-21.608,0.302,0.929,0.828,4,0.109,1,0.0338,359640,0.221
3327,ML1817,MoodyLyrics4Q,What Hurts The Most,Cascada,Euro Dance,,,,,happy,positive,"[Verse 1] I can take the rain on the roof of this empty house That don't bother me I can take a few tears now and then and just let 'em out I'm not afraid to cry every once in a while Even though goin' on with you gone still upsets me There are days every now and again I pretend I'm okay But that's not what gets me [Chorus] What hurts the most was being so close And having so much to say (Much to say) And watching you walk away (Walk away) Never knowing what could have been And not seeing that loving you Is what I was trying to do [Verse 2] It's hard to deal with the pain of losing you everywhere I go But I'm doin' it It's hard to force that smile when I see our old friends and I'm alone Still harder getting up, getting dressed, living with this regret But I know if I could do it over I would trade, give away all the words that I saved in my heart That I left unspoken [Chorus] What hurts the most was being so close And having so much to say (Much to say) And watching you walk away (Walk away) Never knowing what could have been And not seeing that loving you Is what I was trying to do Oh, oh Hey, hey [Bridge] I'm not afraid to cry every once in a while Even though goin' on with you gone still upsets me There are days every now and again I pretend I'm okay But that's not what gets me [Chorus] What hurts the most was being so close And having so much to say (Much to say) And watching you walk away (Walk away) Never knowing what could have been And not seeing that loving you Is what I was trying to do What hurts the most (What hurts the most was) Was being so close And having so much to say (Much to say) And watching you walk away (Walk away) Never knowing what could have been And not seeing that loving you Is what I was trying to do",en,Pop,142.025,0.981,-7.433,0.579,0.00991,3.22E-05,9,0.515,1,0.0994,218586,0.276
2014,ML504,MoodyLyrics4Q,In The House Of Stone And Light,Martin Page,,,,,,relaxed,positive,O Mount Kailas Uncover me Come my restoration Wash my body clean I've been walking Along a crooked path Where the walls have fallen And broken me in half I'm telling you I will not rest till I lay down my head I'm gonna go In the house of stone and light I shall not cry for the blind man I leave behind When I got In the house of stone and light In the house of stone and light Holy lady Show me my soul Tell me of that place Where I must surely go Old man waiting At the gates for me Give me the wisdom Give me the key I'm telling you I will not rest till I lay down my head In the house of stone and light I make my way O gonna be such a beautiful day In the house of stone and light In the house of stone and light Let me in beneath my skin In the house of stone and light It's been too long My spirit's been at war Havasupai Shaman Let me be reborn All I will embrace the sun upon my face Come the day I awake the child inside In the house of stone and light And when I go I will op-op-open my eyes In the house of stone and light I will see you In the house of stone and light I'm looking in beneath my skin In The House of Stone And Light,en,,89.274,0.797,-10.826,0.623,0.296,8.34E-05,11,0.613,1,0.0509,300800,0.802
